Income,Gender,Age,AgeRange,PoliticalAffiliation ,ApproveTrump,education,race,AgreeWhiteNationalists,RepublicansAgreeWhiteNationalists,Would you say that you love America?,DemocratsLoveAmerica,GovHelpPoor,WhitePeopleRacist,CivilWarNextDecade,hunting,kalesalad,VoteTheRockPres,VaderOrTrump
25000,Female,19,18-24,Strong Democrat,Disapprove,Some college,Latino,Disagree,30,Yes,22,Yes,Yes,Likely,No,No,No,DK/REF
97000,Female,44,35-44,Strong Democrat,Disapprove,College degree,White,Disagree,30,Yes,85,Yes,No,Unlikely,No,No,No,Darth Vader
21000,Male,20,18-24,Strong Democrat,Disapprove,Some college,White,Disagree,70,Yes,90,Yes,No,Unlikely,No,No,Yes,DK/REF
152000,Male,45,45-54,Not Strong Republican,Approve,Graduate degree,White,Disagree,10,Yes,40,No,No,Unlikely,Yes,Yes,Yes,Donald Trump
6000,Female,34,25-34,Independent,Disapprove,Some college,White,Disagree,38,Yes,80,Yes,Yes,Likely,Yes,No,DK/REF,Darth Vader
79000,Male,42,35-44,Independent,Approve,Some college,White,Disagree,10,Yes,80,Yes,No,Unlikely,No,Yes,No,Donald Trump
52000,Male,42,35-44,Strong Republican,Approve,High school,White,Agree,70,Yes,60,Yes,Yes,Likely,Yes,Yes,Yes,Donald Trump
58000,Male,48,45-54,Not Strong Republican,Approve,College degree,White,Disagree,60,Yes,50,Yes,No,Unlikely,Yes,No,No,Donald Trump
28000,Male,33,25-34,Strong Democrat,Disapprove,Some college,White,Disagree,80,Yes,100,Yes,Yes,Unlikely,Yes,Yes,No,Darth Vader
37000,Female,32,25-34,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,100,Yes,65,Yes,Yes,Likely,No,No,DK/REF,Darth Vader
41000,Male,99,65+,DK/REF,Approve,College degree,White,Disagree,0,Yes,100,DK/REF,No,Unlikely,Yes,Yes,No,Donald Trump
14000,Male,42,35-44,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,40,Yes,80,Yes,No,Likely,No,Yes,No,Darth Vader
193000,Male,47,45-54,Independent,Approve,Graduate degree,White,Disagree,1,Yes,60,Yes,No,Unlikely,No,Yes,No,Donald Trump
89000,Female,42,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,5,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
50000,Female,19,18-24,DK/REF,Approve,High school,White,DK/REF,,Yes,80,Yes,Yes,Unlikely,No,No,DK/REF,Donald Trump
66000,Male,30,25-34,Strong Republican,Approve,College degree,White,Disagree,99,Yes,2,No,No,Unlikely,No,No,No,Donald Trump
55000,Male,43,35-44,Independent,Disapprove,Some college,Latino,Disagree,20,Yes,,No,No,Unlikely,Yes,Yes,No,Darth Vader
42000,Male,75,65+,DK/REF,Disapprove,High school,Latino,Disagree,55,Yes,100,Yes,Yes,Likely,No,No,DK/REF,DK/REF
322000,Female,66,65+,Strong Democrat,Disapprove,Graduate degree,Black,Disagree,50,Yes,90,Yes,No,Unlikely,No,Yes,Yes,DK/REF
24000,Male,35,35-44,Strong Republican,Approve,College degree,White,Disagree,0,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
50000,Male,44,35-44,Strong Democrat,Disapprove,College degree,Latino,Disagree,15,Yes,85,Yes,No,Unlikely,Yes,Yes,No,DK/REF
16000,Female,74,65+,Strong Democrat,Disapprove,High school,Latino,Disagree,0,Yes,,Yes,No,Likely,No,No,Yes,Darth Vader
13000,Male,34,25-34,Independent,Disapprove,Graduate degree,Black,Disagree,46,Yes,86,Yes,No,Likely,No,Yes,No,Darth Vader
16000,Female,34,25-34,Independent,Disapprove,High school,Latino,Disagree,50,Yes,80,Yes,Yes,Likely,No,No,Yes,Darth Vader
118000,Female,34,25-34,Not Strong Democrat,Disapprove,Other,Latino,Disagree,25,Yes,80,Yes,No,Unlikely,No,No,Yes,Donald Trump
9000,Female,63,55-64,Strong Democrat,Disapprove,Graduate degree,Black,Disagree,60,Yes,90,Yes,No,Likely,No,Yes,DK/REF,DK/REF
53000,Female,47,45-54,Strong Republican,Approve,Some college,Latino,Disagree,0,Yes,20,No,No,Unlikely,No,Yes,No,Donald Trump
80000,Male,76,65+,Strong Republican,Approve,Some college,White,Disagree,10,Yes,60,No,No,Unlikely,No,Yes,No,Donald Trump
57000,Female,29,25-34,Strong Republican,Approve,Some college,White,Disagree,5,Yes,10,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
91000,Female,37,35-44,Independent,DK/REF,Some college,White,DK/REF,,Yes,,Yes,DK/REF,DK/REF,No,No,DK/REF,DK/REF
107000,Female,47,45-54,Independent,Approve,Graduate degree,White,DK/REF,,Yes,50,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
190000,Male,44,35-44,Independent,Approve,College degree,White,Disagree,5,Yes,50,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
33000,Male,72,65+,Independent,Disapprove,Graduate degree,Black,Disagree,5,Yes,95,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
6000,Female,54,45-54,Strong Democrat,Disapprove,Some college,Black,Disagree,100,Yes,100,Yes,No,Likely,No,Yes,DK/REF,Darth Vader
32000,Other,42,35-44,Strong Republican,Approve,Graduate degree,White,DK/REF,,Yes,30,No,No,Likely,DK/REF,Yes,Yes,Donald Trump
37000,Female,38,35-44,Independent,Disapprove,High school,White,DK/REF,80,Yes,100,Yes,No,Likely,No,No,No,Darth Vader
124000,Male,39,35-44,Independent,DK/REF,Some college,Latino,Disagree,60,Yes,80,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
27000,Female,54,45-54,DK/REF,Disapprove,High school,DK/REF,DK/REF,30,Yes,50,Yes,Yes,Likely,No,No,Yes,Darth Vader
90000,Female,30,25-34,Independent,DK/REF,Graduate degree,White,DK/REF,,Yes,5,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
7000,Female,35,35-44,Independent,DK/REF,College degree,White,DK/REF,,Yes,,Yes,No,Likely,Yes,No,DK/REF,DK/REF
6000,Male,30,25-34,DK/REF,Approve,High school,Latino,DK/REF,,Yes,,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
86000,Female,41,35-44,Strong Democrat,Disapprove,High school,Black,Disagree,80,Yes,100,Yes,No,Likely,No,No,Yes,Darth Vader
31000,Male,31,25-34,Strong Republican,Approve,College degree,White,Disagree,30,Yes,90,Yes,No,Unlikely,Yes,No,Yes,Donald Trump
49000,Male,18,18-24,Strong Republican,Approve,High school,White,Agree,65,Yes,15,Yes,No,Unlikely,No,No,No,Donald Trump
61000,Female,47,45-54,Strong Democrat,Disapprove,High school,Latino,DK/REF,70,Yes,90,Yes,No,Unlikely,No,No,No,DK/REF
90000,Female,45,45-54,Strong Republican,DK/REF,College degree,White,Disagree,,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
16000,Female,70,65+,Strong Democrat,Disapprove,Some college,Black,Disagree,,Yes,,Yes,No,Likely,No,Yes,Yes,Darth Vader
67000,Male,33,25-34,Independent,Approve,Other,White,Disagree,,Yes,75,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
47000,Male,65,65+,Independent,Disapprove,Graduate degree,White,Disagree,25,Yes,60,Yes,No,Unlikely,No,No,No,DK/REF
265000,Male,40,35-44,Strong Republican,Approve,College degree,White,Disagree,1,Yes,50,Yes,No,Unlikely,No,Yes,No,Donald Trump
119000,Male,40,35-44,Not Strong Republican,Approve,High school,White,DK/REF,0,Yes,50,No,No,Unlikely,No,No,No,Donald Trump
83000,Male,65,65+,Strong Republican,Approve,Graduate degree,White,Disagree,1,Yes,75,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
5000,Male,53,45-54,Independent,Disapprove,High school,Black,Agree,90,Yes,80,Yes,Yes,Likely,No,No,DK/REF,DK/REF
129000,Female,72,65+,Independent,Disapprove,High school,White,Disagree,50,Yes,50,Yes,No,Likely,Yes,Yes,Yes,Darth Vader
52000,Male,59,55-64,Strong Republican,Disapprove,Some college,White,Disagree,50,Yes,50,Yes,No,Likely,Yes,Yes,No,Darth Vader
25000,Female,50,45-54,DK/REF,DK/REF,College degree,White,Disagree,,Yes,,Yes,DK/REF,Unlikely,No,DK/REF,DK/REF,DK/REF
22000,Female,45,45-54,Strong Democrat,Disapprove,High school,Black,Disagree,,Yes,50,Yes,No,Likely,No,Yes,Yes,Darth Vader
26000,Female,65,65+,Strong Democrat,Disapprove,High school,Black,DK/REF,,Yes,,Yes,Yes,Likely,No,No,DK/REF,DK/REF
47000,Female,70,65+,DK/REF,Disapprove,College degree,White,DK/REF,,Yes,,DK/REF,No,DK/REF,No,DK/REF,DK/REF,DK/REF
75000,Male,44,35-44,Not Strong Democrat,Disapprove,Graduate degree,Asian,Disagree,,Yes,99,No,No,Unlikely,No,No,No,Darth Vader
,Male,43,35-44,Strong Republican,Approve,Graduate degree,White,Disagree,45,Yes,100,Yes,No,Unlikely,Yes,No,No,DK/REF
,Female,32,25-34,Independent,Approve,College degree,White,DK/REF,,Yes,100,No,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,66,65+,Strong Democrat,Disapprove,Some college,DK/REF,DK/REF,30,Yes,100,Yes,No,Likely,Yes,Yes,No,Darth Vader
,Male,39,35-44,Independent,Approve,College degree,White,DK/REF,,Yes,75,No,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,20,18-24,DK/REF,DK/REF,High school,White,DK/REF,,Yes,,DK/REF,No,DK/REF,DK/REF,No,DK/REF,DK/REF
,Male,18,18-24,DK/REF,DK/REF,High school,Asian,DK/REF,,Yes,80,Yes,No,Unlikely,No,No,No,Darth Vader
,Male,29,25-34,DK/REF,Approve,Graduate degree,Asian,Disagree,,Yes,,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Male,32,25-34,Independent,Disapprove,College degree,Latino,Disagree,50,Yes,80,Yes,No,Unlikely,No,No,DK/REF,Darth Vader
,Male,74,65+,Independent,Approve,Some college,White,Disagree,,Yes,40,Yes,No,Unlikely,No,No,No,Donald Trump
,Male,56,55-64,Not Strong Republican,Approve,High school,White,Disagree,,Yes,100,Yes,Yes,Unlikely,Yes,DK/REF,DK/REF,Donald Trump
,Female,46,45-54,Strong Republican,Approve,Some college,White,Agree,,Yes,,Yes,DK/REF,Likely,No,Yes,Yes,Donald Trump
,Male,30,25-34,Independent,Disapprove,Graduate degree,White,Disagree,10,Yes,10,Yes,Yes,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,69,65+,Not Strong Democrat,Disapprove,High school,White,Disagree,,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Female,54,45-54,Independent,Approve,High school,White,Disagree,70,Yes,30,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,32,25-34,Independent,Approve,College degree,White,Disagree,25,Yes,90,Yes,No,Unlikely,Yes,No,No,Donald Trump
52000,DK/REF,71,65+,Strong Democrat,Approve,College degree,Black,Agree,,Yes,70,Yes,Yes,Likely,Yes,No,No,Darth Vader
,Male,44,35-44,Strong Democrat,DK/REF,Some college,Black,DK/REF,,Yes,95,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,24,18-24,Independent,DK/REF,High school,Asian,Disagree,75,DK/REF,80,No,No,Likely,No,No,Yes,DK/REF
,Female,60,55-64,DK/REF,Approve,High school,White,Disagree,70,Yes,,Yes,No,Likely,No,Yes,DK/REF,Donald Trump
,Male,32,25-34,Independent,Disapprove,Some college,White,Disagree,65,Yes,40,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,43,35-44,Independent,Approve,Some college,Black,DK/REF,,Yes,,Yes,No,Likely,Yes,No,DK/REF,Donald Trump
,Female,62,55-64,Strong Republican,Approve,College degree,White,Disagree,10,Yes,80,No,DK/REF,Likely,Yes,Yes,DK/REF,Donald Trump
,Female,24,18-24,Not Strong Republican,DK/REF,College degree,White,DK/REF,,Yes,,DK/REF,No,DK/REF,No,No,Yes,DK/REF
,Male,75,65+,Independent,Approve,High school,White,Disagree,,Yes,5,No,No,Unlikely,Yes,No,Yes,Donald Trump
109000,Male,45,45-54,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,10,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
40000,Female,25,25-34,Independent,DK/REF,College degree,Latino,Disagree,80,Yes,95,Yes,No,Unlikely,No,Yes,No,Darth Vader
5000,Female,30,25-34,Independent,Disapprove,High school,Latino,Disagree,50,Yes,90,Yes,No,Likely,No,No,No,Darth Vader
40000,Female,50,45-54,Strong Democrat,Disapprove,Some college,Latino,Disagree,,DK/REF,,No,No,Unlikely,No,No,No,DK/REF
39000,Female,74,65+,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,,Yes,,Yes,Yes,Unlikely,Yes,DK/REF,Yes,DK/REF
21000,Male,32,25-34,Independent,DK/REF,High school,Latino,Disagree,50,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
9000,Female,83,65+,Strong Democrat,Disapprove,Some college,White,Agree,,Yes,,Yes,No,Unlikely,No,No,DK/REF,DK/REF
132000,Female,34,25-34,Strong Democrat,Disapprove,Graduate degree,White,Disagree,30,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
98000,Male,38,35-44,Strong Democrat,Disapprove,College degree,White,Disagree,70,Yes,99,Yes,No,Likely,Yes,No,DK/REF,Darth Vader
130000,Male,35,35-44,DK/REF,Approve,Graduate degree,Black,Disagree,10,Yes,,No,No,Unlikely,Yes,Yes,No,Donald Trump
236000,Female,44,35-44,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,30,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
132000,Male,36,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,45,Yes,60,Yes,Yes,Unlikely,Yes,No,No,Donald Trump
105000,Female,40,35-44,Strong Democrat,Approve,Graduate degree,White,Disagree,2,Yes,50,Yes,No,Unlikely,No,Yes,No,Donald Trump
37000,Male,38,35-44,Independent,Approve,Graduate degree,White,Disagree,5,Yes,90,No,No,Unlikely,No,No,No,Donald Trump
47000,Male,33,25-34,Not Strong Democrat,Approve,Some college,White,DK/REF,,Yes,,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
31000,Female,31,25-34,Independent,Disapprove,Some college,DK/REF,Disagree,65,No,50,Yes,No,Likely,No,No,Yes,Darth Vader
121000,Female,36,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,10,No,50,Yes,Yes,Unlikely,Yes,Yes,No,DK/REF
,Male,55,55-64,Not Strong Republican,Disapprove,Some college,White,Disagree,50,Yes,50,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,33,25-34,Independent,Disapprove,College degree,Latino,DK/REF,,Yes,90,No,No,Unlikely,No,Yes,No,Donald Trump
,Female,71,65+,Strong Republican,Approve,College degree,White,DK/REF,,Yes,60,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Female,36,35-44,Independent,Approve,Some college,White,Disagree,40,Yes,90,No,No,Likely,No,Yes,DK/REF,DK/REF
,Male,26,25-34,Not Strong Republican,Approve,College degree,White,DK/REF,,Yes,50,Yes,No,Likely,Yes,No,No,Donald Trump
,Male,50,45-54,Strong Democrat,Disapprove,College degree,Black,Disagree,70,Yes,100,Yes,No,Unlikely,Yes,No,No,Darth Vader
,Female,42,35-44,Not Strong Republican,Approve,High school,White,Disagree,,Yes,95,Yes,DK/REF,Likely,No,No,No,Donald Trump
,Male,62,55-64,Independent,DK/REF,High school,White,DK/REF,,Yes,100,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Female,38,35-44,Independent,DK/REF,College degree,White,DK/REF,65,Yes,70,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,56,55-64,Strong Democrat,Approve,DK/REF,White,DK/REF,,Yes,,Yes,No,Likely,Yes,No,DK/REF,Donald Trump
,Male,22,18-24,Independent,Disapprove,College degree,White,Disagree,10,Yes,70,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Female,64,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,75,No,90,No,No,Likely,No,Yes,DK/REF,DK/REF
,Male,25,25-34,Independent,Approve,High school,White,Agree,,Yes,80,Yes,No,Unlikely,Yes,No,Yes,Darth Vader
,Male,81,65+,DK/REF,Disapprove,College degree,DK/REF,Disagree,,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,18,18-24,Not Strong Republican,Approve,Some college,White,Disagree,15,Yes,50,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,41,35-44,Strong Republican,Approve,College degree,White,Disagree,95,Yes,99,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,56,55-64,Independent,Approve,Some college,White,Disagree,0,Yes,50,Yes,No,Likely,Yes,Yes,DK/REF,Donald Trump
,Other,92,65+,Not Strong Republican,Approve,Some college,White,Agree,,Yes,80,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
53000,Female,35,35-44,Independent,Disapprove,Graduate degree,Black,Disagree,75,Yes,95,Yes,No,Unlikely,No,Yes,No,Darth Vader
65000,Female,65,65+,Independent,Approve,College degree,Latino,DK/REF,50,Yes,35,Yes,No,Unlikely,No,DK/REF,DK/REF,Donald Trump
17000,Male,41,35-44,Independent,Disapprove,High school,White,Disagree,50,No,64,Yes,Yes,Likely,No,No,No,Darth Vader
129000,Male,38,35-44,Not Strong Democrat,Disapprove,College degree,White,Disagree,8,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
69000,Male,44,35-44,Not Strong Republican,Approve,College degree,White,DK/REF,,Yes,50,No,No,Unlikely,Yes,Yes,No,Donald Trump
8000,Female,66,65+,Strong Republican,Approve,High school,Latino,DK/REF,50,Yes,10,Yes,No,Likely,No,No,DK/REF,Donald Trump
143000,Female,66,65+,Strong Democrat,Disapprove,High school,Latino,Disagree,,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
79000,Male,38,35-44,Independent,Disapprove,College degree,Latino,Disagree,30,Yes,40,Yes,No,Likely,No,Yes,No,Donald Trump
96000,Female,46,45-54,Independent,Approve,Some college,White,DK/REF,,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
80000,Male,35,35-44,DK/REF,Approve,College degree,White,Disagree,12,Yes,50,Yes,No,Unlikely,Yes,No,Yes,Darth Vader
7000,Male,41,35-44,Strong Democrat,Disapprove,Graduate degree,White,Agree,50,Yes,85,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
19000,Female,32,25-34,Strong Democrat,Disapprove,High school,White,Disagree,50,Yes,95,Yes,No,Likely,Yes,No,No,Darth Vader
78000,Male,37,35-44,Strong Republican,Approve,Some college,White,Disagree,1,Yes,100,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
64000,Female,52,45-54,Not Strong Republican,Disapprove,Some college,Black,Disagree,3,Yes,5,Yes,Yes,Unlikely,No,No,Yes,Darth Vader
124000,Male,44,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,80,Yes,100,Yes,No,Unlikely,Yes,No,Yes,Darth Vader
172000,Female,65,65+,Independent,Disapprove,Graduate degree,White,Disagree,30,Yes,100,Yes,No,Unlikely,No,No,Yes,Darth Vader
172000,Female,59,55-64,DK/REF,DK/REF,Graduate degree,DK/REF,DK/REF,,DK/REF,,DK/REF,DK/REF,DK/REF,Yes,DK/REF,DK/REF,DK/REF
50000,Male,34,25-34,Independent,Approve,High school,White,Disagree,70,Yes,10,Yes,Yes,Likely,Yes,No,Yes,Donald Trump
178000,Male,37,35-44,Not Strong Democrat,Disapprove,Graduate degree,White,Disagree,15,Yes,85,Yes,No,Unlikely,Yes,No,No,Donald Trump
216000,Female,42,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,,Yes,,Yes,No,DK/REF,No,Yes,DK/REF,DK/REF
43000,Male,36,35-44,Independent,Approve,College degree,White,Disagree,20,Yes,100,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
96000,Female,64,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,50,Yes,80,Yes,Yes,Unlikely,No,Yes,Yes,DK/REF
179000,Male,37,35-44,Strong Democrat,Disapprove,College degree,Black,DK/REF,40,Yes,75,Yes,No,Unlikely,No,Yes,No,Darth Vader
101000,Female,38,35-44,Independent,Disapprove,Graduate degree,White,Disagree,10,Yes,99,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
82000,Female,42,35-44,Strong Democrat,Disapprove,Graduate degree,Black,Disagree,50,Yes,50,Yes,No,Likely,No,Yes,DK/REF,Darth Vader
62000,Male,55,55-64,Independent,Disapprove,Graduate degree,Black,Agree,50,Yes,90,Yes,Yes,Unlikely,No,No,No,Darth Vader
42000,Female,40,35-44,Independent,Disapprove,College degree,White,Disagree,70,Yes,25,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,46,45-54,Independent,Disapprove,Graduate degree,White,Disagree,85,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,76,65+,Strong Republican,Approve,Graduate degree,White,DK/REF,,Yes,,Yes,Yes,Likely,No,No,DK/REF,Donald Trump
,Female,62,55-64,Independent,Disapprove,College degree,White,Disagree,35,Yes,90,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,48,45-54,Not Strong Republican,Approve,High school,White,Disagree,20,Yes,90,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,25,25-34,Not Strong Republican,Approve,High school,White,DK/REF,,Yes,75,Yes,No,Unlikely,No,No,Yes,Donald Trump
,Male,58,55-64,Strong Republican,Approve,High school,White,Disagree,5,Yes,60,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,38,35-44,Independent,Disapprove,Other,White,DK/REF,,Yes,,Yes,No,Likely,No,No,DK/REF,DK/REF
,Male,70,65+,Independent,Approve,High school,White,DK/REF,,Yes,,Yes,Yes,Likely,Yes,DK/REF,DK/REF,Donald Trump
,Other,35,35-44,Independent,Approve,College degree,Latino,Agree,100,Yes,3,Yes,Yes,Likely,No,No,Yes,Darth Vader
,Male,67,65+,DK/REF,Disapprove,Some college,White,DK/REF,,Yes,,Yes,No,DK/REF,Yes,DK/REF,DK/REF,Darth Vader
,Male,64,55-64,Independent,DK/REF,Other,Black,Agree,,Yes,55,Yes,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,63,55-64,Independent,Approve,High school,White,Disagree,5,Yes,30,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,38,35-44,Strong Democrat,Disapprove,Some college,Black,Disagree,65,Yes,90,Yes,Yes,Likely,Yes,No,No,DK/REF
,Male,24,18-24,Not Strong Republican,Approve,Some college,Other,Disagree,,Yes,70,No,No,Unlikely,Yes,No,No,Donald Trump
,Male,52,45-54,Strong Republican,Approve,College degree,White,Disagree,50,Yes,65,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,50,45-54,DK/REF,Approve,High school,Latino,Agree,50,Yes,100,Yes,No,Likely,No,No,No,Darth Vader
,Male,32,25-34,Independent,DK/REF,Graduate degree,White,Disagree,12,Yes,88,Yes,No,Likely,Yes,Yes,No,Donald Trump
,DK/REF,43,35-44,Independent,Disapprove,College degree,DK/REF,Disagree,75,DK/REF,50,Yes,No,Likely,Yes,No,No,Darth Vader
,Male,30,25-34,Not Strong Democrat,Disapprove,College degree,White,Disagree,30,Yes,100,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Female,19,18-24,Independent,Disapprove,High school,DK/REF,Agree,50,Yes,20,Yes,Yes,Likely,No,Yes,Yes,Darth Vader
,Female,26,25-34,Independent,DK/REF,Some college,White,Agree,76,Yes,83,Yes,No,Likely,Yes,Yes,No,DK/REF
,Female,23,18-24,Strong Democrat,Disapprove,Some college,White,Disagree,25,No,90,Yes,Yes,Unlikely,No,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,College degree,Latino,Disagree,50,Yes,50,Yes,No,Likely,No,Yes,No,Donald Trump
,Male,22,18-24,Independent,Disapprove,Some college,White,Disagree,5,Yes,75,Yes,Yes,Unlikely,Yes,Yes,No,Darth Vader
,Female,85,65+,Strong Republican,Approve,High school,White,DK/REF,20,No,50,No,No,Likely,No,Yes,Yes,Donald Trump
,Male,65,65+,Independent,Disapprove,College degree,Other,Agree,25,Yes,50,Yes,Yes,Likely,Yes,Yes,No,DK/REF
,Male,84,65+,Independent,Approve,College degree,White,Disagree,40,Yes,50,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,42,35-44,Not Strong Republican,Approve,College degree,DK/REF,DK/REF,,Yes,,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,54,45-54,Independent,Disapprove,College degree,White,Disagree,10,Yes,90,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
13000,Female,64,55-64,Not Strong Democrat,Disapprove,High school,Latino,Disagree,40,Yes,,No,Yes,Unlikely,No,No,No,Darth Vader
77000,Female,19,18-24,Independent,Disapprove,High school,Other,Agree,35,Yes,25,No,Yes,Likely,No,No,Yes,Darth Vader
10000,Female,25,25-34,Independent,Disapprove,Some college,Latino,Disagree,45,Yes,60,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
24000,Female,19,18-24,DK/REF,Disapprove,Some college,Latino,DK/REF,65,Yes,79,Yes,No,Likely,No,No,Yes,Darth Vader
24000,Male,70,65+,Independent,Disapprove,Some college,Black,Disagree,70,Yes,100,Yes,No,DK/REF,No,No,Yes,Darth Vader
178000,Male,44,35-44,Not Strong Democrat,Disapprove,College degree,White,Disagree,5,Yes,90,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
42000,Female,40,35-44,Independent,DK/REF,College degree,White,Disagree,90,Yes,90,Yes,No,Unlikely,Yes,No,Yes,DK/REF
124000,Male,44,35-44,Independent,Disapprove,Graduate degree,White,Disagree,30,Yes,45,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
6000,Male,42,35-44,Independent,Disapprove,College degree,Latino,Agree,90,Yes,100,Yes,No,Likely,Yes,No,Yes,Darth Vader
60000,Female,69,65+,Independent,Disapprove,High school,White,Disagree,,Yes,50,Yes,No,Likely,No,No,DK/REF,DK/REF
200000,Female,44,35-44,Strong Republican,Approve,College degree,White,Disagree,40,Yes,100,Yes,No,Unlikely,No,Yes,No,Donald Trump
236000,Female,44,35-44,Strong Republican,Disapprove,Graduate degree,White,Disagree,10,Yes,60,No,No,Unlikely,Yes,Yes,DK/REF,DK/REF
39000,Female,34,25-34,Independent,Disapprove,High school,White,Disagree,20,Yes,100,Yes,No,Likely,No,No,No,Darth Vader
157000,Male,71,65+,Strong Republican,Approve,Graduate degree,White,Disagree,10,Yes,70,Yes,No,Unlikely,No,Yes,No,Donald Trump
138000,Female,39,35-44,Not Strong Republican,DK/REF,College degree,White,DK/REF,,Yes,90,Yes,No,Likely,No,Yes,No,DK/REF
227000,Male,61,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,80,Yes,95,Yes,Yes,Likely,Yes,Yes,DK/REF,Darth Vader
107000,Male,29,25-34,Strong Republican,Approve,Graduate degree,White,Disagree,5,Yes,80,Yes,No,Unlikely,No,No,DK/REF,DK/REF
89000,Male,41,35-44,Independent,DK/REF,High school,White,DK/REF,,Yes,95,Yes,No,Likely,Yes,No,DK/REF,Donald Trump
84000,Male,30,25-34,Not Strong Republican,Approve,College degree,White,DK/REF,,Yes,70,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
57000,Male,39,35-44,DK/REF,DK/REF,Other,White,DK/REF,,Yes,,Yes,No,Unlikely,Yes,No,No,DK/REF
11000,Female,74,65+,Independent,Approve,High school,White,DK/REF,85,Yes,90,Yes,No,Unlikely,No,No,No,DK/REF
